季度,作品名称,上传p数,遮挡,时间,名称,作品ID,p数,开始时间（剪辑）,结束时间（剪辑）,开始时间,结束时间
202604,欺诈游戏,1,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,580133,1,00:40:58.300,00:51:08.200,https://www.bilibili.com/video/BV1YbXwBdEAf?t=2458.3,https://www.bilibili.com/video/BV1YbXwBdEAf?t=3068.2
202604,欺诈游戏,2,,2026-05-10 09：00：00,【泛式∕录播】千岁百岁十岁直播间,580133,1,01:55:11.900,02:06:14.700,https://www.bilibili.com/video/BV1pnRRBfEua?t=6911.9,https://www.bilibili.com/video/BV1pnRRBfEua?t=7574.7
202604,欺诈游戏,3,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,580133,1,01:35:00.900,01:39:36.200,https://www.bilibili.com/video/BV1jWVu6RERF?t=5700.9,https://www.bilibili.com/video/BV1jWVu6RERF?t=5976.2
202604,欺诈游戏,4,,2026-08-30 09：00：00,【泛式∕录播】冷傲风纪黑长直＜短发波波头,580133,1,00:32:00.600,00:33:55.400,https://www.bilibili.com/video/BV1EZ426PEBY?t=1920.6,https://www.bilibili.com/video/BV1EZ426PEBY?t=2035.4
202604,欺诈游戏,5,,2026-09-06 09：00：00,【泛式∕录播】2026年7月新番OP∕ED鉴赏会,580133,1,00:22:32.800,00:26:02.100,https://www.bilibili.com/video/BV166bE6fEsr?t=1352.8,https://www.bilibili.com/video/BV166bE6fEsr?t=1562.1
202604,欢迎来到实力至上主义的教室 第四季,1,,2026-04-05 12：15：34,【泛式∕录播】羊尾憲輔嘻嘻,510710,1,00:44:59.200,00:55:24.200,https://www.bilibili.com/video/BV11kDgBwEWj?t=2699.2,https://www.bilibili.com/video/BV11kDgBwEWj?t=3324.2
202604,欢迎来到实力至上主义的教室 第四季,2,,2026-05-24 09：00：00,【泛式∕录播】写作动画读作GAL的杂谈回,510710,1,01:41:33.600,01:44:05.100,https://www.bilibili.com/video/BV1nsGz6kEwo?t=6093.6,https://www.bilibili.com/video/BV1nsGz6kEwo?t=6245.1
202604,欢迎来到实力至上主义的教室 第四季,3,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,510710,1,01:18:10.800,01:22:06.000,https://www.bilibili.com/video/BV1jWVu6RERF?t=4690.8,https://www.bilibili.com/video/BV1jWVu6RERF?t=4926.0
202604,欢迎来到实力至上主义的教室 第四季,4,,2026-06-21 13：53：11,【泛式∕录播】回忆2016年4月，真拿你没办法~,510710,1,00:35:36.600,01:04:38.300,https://www.bilibili.com/video/BV1gajx6NERw?t=2136.6,https://www.bilibili.com/video/BV1gajx6NERw?t=3878.3
202604,欢迎来到实力至上主义的教室 第四季,5,,2026-07-05 09：00：00,【泛式∕录播】喜欢看这种残血带点虚弱的人类形象,510710,1,01:21:31.600,01:30:34.600,https://www.bilibili.com/video/BV1v6MN6fE3f?t=4891.6,https://www.bilibili.com/video/BV1v6MN6fE3f?t=5434.6
202604,楠木邸的神明庭院,1,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,570584,1,00:24:20.600,00:28:00.100,https://www.bilibili.com/video/BV1jWVu6RERF?t=1460.6,https://www.bilibili.com/video/BV1jWVu6RERF?t=1680.1
202604,杖与剑的魔剑谭 第二季,1,,2026-05-17 09：00：00,【泛式∕录播】最黏住的直播间,515856,1,01:34:14.700,01:58:45.300,https://www.bilibili.com/video/BV1LLLL6GEhC?t=5654.7,https://www.bilibili.com/video/BV1LLLL6GEhC?t=7125.3
202604,杖与剑的魔剑谭 第二季,2,遮挡,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,515856,1,04:01:40.300,04:05:05.400,https://www.bilibili.com/video/BV1jWVu6RERF?t=14500.3,https://www.bilibili.com/video/BV1jWVu6RERF?t=14705.4
202604,杖与剑的魔剑谭 第二季,3,遮挡,2026-06-14 09：00：00,【泛式∕录播】但是梅莉真可爱啊,515856,1,03:08:36.400,03:30:16.700,https://www.bilibili.com/video/BV1BfJW6UEKM?t=11316.4,https://www.bilibili.com/video/BV1BfJW6UEKM?t=12616.7
202604,杖与剑的魔剑谭 第二季,4,遮挡,2026-06-21 13：53：11,【泛式∕录播】回忆2016年4月，真拿你没办法~,515856,1,01:04:38.300,01:05:20.600,https://www.bilibili.com/video/BV1gajx6NERw?t=3878.3,https://www.bilibili.com/video/BV1gajx6NERw?t=3920.6
202604,杖与剑的魔剑谭 第二季,5,遮挡,2026-06-29 00：52：43,【泛式∕录播】别当兄弟了,515856,1,02:09:20.400,02:33:08.400,https://www.bilibili.com/video/BV1tUTK6JEKi?t=7760.4,https://www.bilibili.com/video/BV1tUTK6JEKi?t=9188.4
202604,杖与剑的魔剑谭 第二季,6,遮挡,2026-07-05 09：00：00,【泛式∕录播】喜欢看这种残血带点虚弱的人类形象,515856,1,01:30:34.600,01:36:54.900,https://www.bilibili.com/video/BV1v6MN6fE3f?t=5434.6,https://www.bilibili.com/video/BV1v6MN6fE3f?t=5814.9
202604,杀手青春,1,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,581284,1,02:58:24.700,03:01:01.400,https://www.bilibili.com/video/BV1EtAKzuEyr?t=10704.7,https://www.bilibili.com/video/BV1EtAKzuEyr?t=10861.4
202604,杀手青春,2,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,581284,1,01:53:49.300,02:00:53.200,https://www.bilibili.com/video/BV1YbXwBdEAf?t=6829.3,https://www.bilibili.com/video/BV1YbXwBdEAf?t=7253.2
202604,杀手青春,3,,2026-05-03 10：19：54,【泛式∕录播】同龄人：看录播。我：看直播。就很...,581284,1,00:57:15.700,01:23:08.200,https://www.bilibili.com/video/BV1ox9dBnER1?t=3435.7,https://www.bilibili.com/video/BV1ox9dBnER1?t=4988.2
202604,杀手青春,4,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,581284,1,01:04:21.400,01:07:45.800,https://www.bilibili.com/video/BV1jWVu6RERF?t=3861.4,https://www.bilibili.com/video/BV1jWVu6RERF?t=4065.8
202604,木头风纪委员和迷你裙JK的故事,1,,2026-05-03 10：19：54,【泛式∕录播】同龄人：看录播。我：看直播。就很...,551123,1,03:19:31.800,03:33:00.900,https://www.bilibili.com/video/BV1ox9dBnER1?t=11971.8,https://www.bilibili.com/video/BV1ox9dBnER1?t=12780.9
202604,木头风纪委员和迷你裙JK的故事,2,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,551123,1,01:00:45.200,01:04:21.400,https://www.bilibili.com/video/BV1jWVu6RERF?t=3645.2,https://www.bilibili.com/video/BV1jWVu6RERF?t=3861.4
202604,木头风纪委员和迷你裙JK的故事,3,,2026-06-07 09：00：00,【泛式∕录播】真看起来我就会搞错,551123,1,01:29:19.200,01:34:25.100,https://www.bilibili.com/video/BV1jmEn6iEkk?t=5359.2,https://www.bilibili.com/video/BV1jmEn6iEkk?t=5665.1
202604,最强的职业不是勇者也不是贤者好像是鉴定士(伪)的样子？,1,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,599171,1,02:44:51.000,02:48:15.500,https://www.bilibili.com/video/BV1jWVu6RERF?t=9891.0,https://www.bilibili.com/video/BV1jWVu6RERF?t=10095.5
202604,最强王者的第二人生 第二季,1,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,565304,1,02:37:31.500,02:41:00.200,https://www.bilibili.com/video/BV1jWVu6RERF?t=9451.5,https://www.bilibili.com/video/BV1jWVu6RERF?t=9660.2
202604,春夏秋冬代行者 春之舞,1,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,551455,1,01:14:35.200,01:24:03.200,https://www.bilibili.com/video/BV1YbXwBdEAf?t=4475.2,https://www.bilibili.com/video/BV1YbXwBdEAf?t=5043.2
202604,春夏秋冬代行者 春之舞,2,,2026-04-19 09：00：00,【泛式∕录播】我姑且也是一个录播组,551455,1,01:05:16.900,01:23:43.600,https://www.bilibili.com/video/BV1zydxBCEsg?t=3916.9,https://www.bilibili.com/video/BV1zydxBCEsg?t=5023.6
202604,春夏秋冬代行者 春之舞,3,,2026-05-17 09：00：00,【泛式∕录播】最黏住的直播间,551455,1,02:52:15.600,03:07:46.000,https://www.bilibili.com/video/BV1LLLL6GEhC?t=10335.6,https://www.bilibili.com/video/BV1LLLL6GEhC?t=11266.0
202604,春夏秋冬代行者 春之舞,4,,2026-05-24 09：00：00,【泛式∕录播】写作动画读作GAL的杂谈回,551455,1,03:05:25.600,03:28:01.700,https://www.bilibili.com/video/BV1nsGz6kEwo?t=11125.6,https://www.bilibili.com/video/BV1nsGz6kEwo?t=12481.7
202604,春夏秋冬代行者 春之舞,5,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,551455,1,02:30:10.300,02:33:35.100,https://www.bilibili.com/video/BV1jWVu6RERF?t=9010.3,https://www.bilibili.com/video/BV1jWVu6RERF?t=9215.1
202604,春夏秋冬代行者 春之舞,6,,2026-06-14 09：00：00,【泛式∕录播】但是梅莉真可爱啊,551455,1,03:30:16.700,03:44:42.400,https://www.bilibili.com/video/BV1BfJW6UEKM?t=12616.7,https://www.bilibili.com/video/BV1BfJW6UEKM?t=13482.4
202604,日本三国,1,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,623851,1,02:17:04.300,02:25:09.200,https://www.bilibili.com/video/BV1YbXwBdEAf?t=8224.3,https://www.bilibili.com/video/BV1YbXwBdEAf?t=8709.2
202604,日本三国,2,,2026-04-12 09：00：00,【泛式∕录播】风味啥是给,623851,1,02:53:20.900,03:19:00.400,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=10400.9,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=11940.4
202604,日本三国,3,,2026-04-19 09：00：00,【泛式∕录播】我姑且也是一个录播组,623851,1,01:42:10.700,01:59:58.100,https://www.bilibili.com/video/BV1zydxBCEsg?t=6130.7,https://www.bilibili.com/video/BV1zydxBCEsg?t=7198.1
202604,日本三国,4,,2026-05-03 10：19：54,【泛式∕录播】同龄人：看录播。我：看直播。就很...,623851,1,01:39:59.600,02:04:28.100,https://www.bilibili.com/video/BV1ox9dBnER1?t=5999.6,https://www.bilibili.com/video/BV1ox9dBnER1?t=7468.1
202604,日本三国,5,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,623851,1,01:39:36.200,01:42:45.100,https://www.bilibili.com/video/BV1jWVu6RERF?t=5976.2,https://www.bilibili.com/video/BV1jWVu6RERF?t=6165.1
202604,日本三国,6,,2026-06-29 00：52：43,【泛式∕录播】别当兄弟了,623851,1,02:33:08.400,03:06:14.300,https://www.bilibili.com/video/BV1tUTK6JEKi?t=9188.4,https://www.bilibili.com/video/BV1tUTK6JEKi?t=11174.3
202604,摩绪,1,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,570448,1,03:28:25.600,03:31:40.400,https://www.bilibili.com/video/BV1jWVu6RERF?t=12505.6,https://www.bilibili.com/video/BV1jWVu6RERF?t=12700.4
202604,拜托了偶像公主,1,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,622634,1,03:35:25.400,03:37:00.300,https://www.bilibili.com/video/BV1jWVu6RERF?t=12925.4,https://www.bilibili.com/video/BV1jWVu6RERF?t=13020.3
202604,想结束这场“我爱你”的游戏,1,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,564289,1,01:48:11.100,01:53:49.300,https://www.bilibili.com/video/BV1YbXwBdEAf?t=6491.1,https://www.bilibili.com/video/BV1YbXwBdEAf?t=6829.3
202604,想结束这场“我爱你”的游戏,2,,2026-04-26 09：00：00,【泛式∕录播】闭关前，杂谈一会儿,564289,1,03:12:04.000,03:26:33.800,https://www.bilibili.com/video/BV1B4odBhEBY?t=11524.0,https://www.bilibili.com/video/BV1B4odBhEBY?t=12393.8
202604,想结束这场“我爱你”的游戏,3,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,564289,1,00:28:00.100,00:31:15.200,https://www.bilibili.com/video/BV1jWVu6RERF?t=1680.1,https://www.bilibili.com/video/BV1jWVu6RERF?t=1875.2
202604,当前、正被打扰中！,1,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,610703,1,03:54:45.300,03:57:50.400,https://www.bilibili.com/video/BV1jWVu6RERF?t=14085.3,https://www.bilibili.com/video/BV1jWVu6RERF?t=14270.4
202604,弱弱老师,1,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,526789,1,03:27:28.400,03:30:55.200,https://www.bilibili.com/video/BV1YbXwBdEAf?t=12448.4,https://www.bilibili.com/video/BV1YbXwBdEAf?t=12655.2
202604,弱弱老师,2,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,526789,1,04:05:05.400,04:07:35.400,https://www.bilibili.com/video/BV1jWVu6RERF?t=14705.4,https://www.bilibili.com/video/BV1jWVu6RERF?t=14855.4
202604,异世界悠闲农家 第二季,1,,2026-05-03 10：19：54,【泛式∕录播】同龄人：看录播。我：看直播。就很...,575057,1,03:33:00.900,03:52:15.300,https://www.bilibili.com/video/BV1ox9dBnER1?t=12780.9,https://www.bilibili.com/video/BV1ox9dBnER1?t=13935.3
202604,异世界悠闲农家 第二季,2,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,575057,1,03:45:05.500,03:48:25.500,https://www.bilibili.com/video/BV1jWVu6RERF?t=13505.5,https://www.bilibili.com/video/BV1jWVu6RERF?t=13705.5
202604,库兹马唱歌的话家里哆啰啰,1,,2026-04-12 09：00：00,【泛式∕录播】风味啥是给,493804,1,04:10:43.300,04:52:18.200,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=15043.3,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=17538.2
202604,库兹马唱歌的话家里哆啰啰,2,,2026-04-19 09：00：00,【泛式∕录播】我姑且也是一个录播组,493804,1,00:26:50.000,00:34:52.900,https://www.bilibili.com/video/BV1zydxBCEsg?t=1610.0,https://www.bilibili.com/video/BV1zydxBCEsg?t=2092.9
202604,库兹马唱歌的话家里哆啰啰,3,,2026-04-19 09：00：00,【泛式∕录播】我姑且也是一个录播组,493804,1,00:38:07.900,00:41:10.200,https://www.bilibili.com/video/BV1zydxBCEsg?t=2287.9,https://www.bilibili.com/video/BV1zydxBCEsg?t=2470.2
202604,库兹马唱歌的话家里哆啰啰,4,,2026-05-03 10：19：54,【泛式∕录播】同龄人：看录播。我：看直播。就很...,493804,1,02:04:28.100,02:14:49.400,https://www.bilibili.com/video/BV1ox9dBnER1?t=7468.1,https://www.bilibili.com/video/BV1ox9dBnER1?t=8089.4
202604,库兹马唱歌的话家里哆啰啰,5,,2026-05-10 09：00：00,【泛式∕录播】千岁百岁十岁直播间,493804,1,00:58:50.000,01:23:16.800,https://www.bilibili.com/video/BV1pnRRBfEua?t=3530.0,https://www.bilibili.com/video/BV1pnRRBfEua?t=4996.8
202604,库兹马唱歌的话家里哆啰啰,6,,2026-05-17 09：00：00,【泛式∕录播】最黏住的直播间,493804,1,01:14:58.600,01:20:27.200,https://www.bilibili.com/video/BV1LLLL6GEhC?t=4498.6,https://www.bilibili.com/video/BV1LLLL6GEhC?t=4827.2
202604,库兹马唱歌的话家里哆啰啰,7,,2026-05-24 09：00：00,【泛式∕录播】写作动画读作GAL的杂谈回,493804,1,01:30:29.900,01:41:33.600,https://www.bilibili.com/video/BV1nsGz6kEwo?t=5429.9,https://www.bilibili.com/video/BV1nsGz6kEwo?t=6093.6
202604,库兹马唱歌的话家里哆啰啰,8,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,493804,1,01:28:10.300,01:31:15.100,https://www.bilibili.com/video/BV1jWVu6RERF?t=5290.3,https://www.bilibili.com/video/BV1jWVu6RERF?t=5475.1
202604,库兹马唱歌的话家里哆啰啰,9,,2026-06-07 09：00：00,【泛式∕录播】真看起来我就会搞错,493804,1,01:23:14.600,01:29:19.200,https://www.bilibili.com/video/BV1jmEn6iEkk?t=4994.6,https://www.bilibili.com/video/BV1jmEn6iEkk?t=5359.2
202604,库兹马唱歌的话家里哆啰啰,10,,2026-06-14 09：00：00,【泛式∕录播】但是梅莉真可爱啊,493804,1,00:42:50.600,01:01:59.900,https://www.bilibili.com/video/BV1BfJW6UEKM?t=2570.6,https://www.bilibili.com/video/BV1BfJW6UEKM?t=3719.9
202604,幽灵音乐会,1,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,600675,1,02:25:09.200,02:28:48.200,https://www.bilibili.com/video/BV1YbXwBdEAf?t=8709.2,https://www.bilibili.com/video/BV1YbXwBdEAf?t=8928.2
202604,幽灵音乐会,2,,2026-04-12 09：00：00,【泛式∕录播】风味啥是给,600675,1,00:58:30.400,01:25:14.800,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=3510.4,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=5114.8
202604,幽灵音乐会,3,,2026-04-19 09：00：00,【泛式∕录播】我姑且也是一个录播组,600675,1,00:41:22.800,00:54:37.000,https://www.bilibili.com/video/BV1zydxBCEsg?t=2482.8,https://www.bilibili.com/video/BV1zydxBCEsg?t=3277.0
202604,幽灵音乐会,4,,2026-04-26 09：00：00,【泛式∕录播】闭关前，杂谈一会儿,600675,1,00:50:05.800,00:58:39.400,https://www.bilibili.com/video/BV1B4odBhEBY?t=3005.8,https://www.bilibili.com/video/BV1B4odBhEBY?t=3519.4
202604,幽灵音乐会,5,,2026-05-03 10：19：54,【泛式∕录播】同龄人：看录播。我：看直播。就很...,600675,1,00:39:35.000,00:54:28.900,https://www.bilibili.com/video/BV1ox9dBnER1?t=2375.0,https://www.bilibili.com/video/BV1ox9dBnER1?t=3268.9
202604,幽灵音乐会,6,,2026-05-17 09：00：00,【泛式∕录播】最黏住的直播间,600675,1,02:15:06.500,02:16:36.700,https://www.bilibili.com/video/BV1LLLL6GEhC?t=8106.5,https://www.bilibili.com/video/BV1LLLL6GEhC?t=8196.7
202604,幽灵音乐会,7,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,600675,1,03:40:15.500,03:41:55.800,https://www.bilibili.com/video/BV1jWVu6RERF?t=13215.5,https://www.bilibili.com/video/BV1jWVu6RERF?t=13315.8
202604,幽灵音乐会,8,,2026-06-29 00：52：43,【泛式∕录播】别当兄弟了,600675,1,00:32:24.800,00:43:28.700,https://www.bilibili.com/video/BV1tUTK6JEKi?t=1944.8,https://www.bilibili.com/video/BV1tUTK6JEKi?t=2608.7
202604,左撇子艾伦,1,,2026-04-19 09：00：00,【泛式∕录播】我姑且也是一个录播组,409468,1,00:34:52.900,00:38:07.900,https://www.bilibili.com/video/BV1zydxBCEsg?t=2092.9,https://www.bilibili.com/video/BV1zydxBCEsg?t=2287.9
202604,左撇子艾伦,2,,2026-04-19 09：00：00,【泛式∕录播】我姑且也是一个录播组,409468,1,04:01:54.500,04:54:39.500,https://www.bilibili.com/video/BV1zydxBCEsg?t=14514.5,https://www.bilibili.com/video/BV1zydxBCEsg?t=17679.5
202604,左撇子艾伦,3,,2026-04-26 09：00：00,【泛式∕录播】闭关前，杂谈一会儿,409468,1,04:03:24.300,04:41:46.600,https://www.bilibili.com/video/BV1B4odBhEBY?t=14604.3,https://www.bilibili.com/video/BV1B4odBhEBY?t=16906.6
202604,左撇子艾伦,4,,2026-05-03 10：19：54,【泛式∕录播】同龄人：看录播。我：看直播。就很...,409468,1,04:27:24.900,04:55:15.700,https://www.bilibili.com/video/BV1ox9dBnER1?t=16044.9,https://www.bilibili.com/video/BV1ox9dBnER1?t=17715.7
202604,左撇子艾伦,5,,2026-05-10 09：00：00,【泛式∕录播】千岁百岁十岁直播间,409468,1,04:13:00.300,04:42:37.200,https://www.bilibili.com/video/BV1pnRRBfEua?t=15180.3,https://www.bilibili.com/video/BV1pnRRBfEua?t=16957.2
202604,左撇子艾伦,6,,2026-05-17 09：00：00,【泛式∕录播】最黏住的直播间,409468,1,04:06:41.000,04:35:00.200,https://www.bilibili.com/video/BV1LLLL6GEhC?t=14801.0,https://www.bilibili.com/video/BV1LLLL6GEhC?t=16500.2
202604,左撇子艾伦,7,,2026-05-24 09：00：00,【泛式∕录播】写作动画读作GAL的杂谈回,409468,1,03:35:31.700,04:07:43.000,https://www.bilibili.com/video/BV1nsGz6kEwo?t=12931.7,https://www.bilibili.com/video/BV1nsGz6kEwo?t=14863.0
202604,左撇子艾伦,8,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,409468,1,03:51:40.300,03:54:45.300,https://www.bilibili.com/video/BV1jWVu6RERF?t=13900.3,https://www.bilibili.com/video/BV1jWVu6RERF?t=14085.3
202604,左撇子艾伦,9,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,409468,1,04:32:50.900,05:01:45.600,https://www.bilibili.com/video/BV1jWVu6RERF?t=16370.9,https://www.bilibili.com/video/BV1jWVu6RERF?t=18105.6
202604,左撇子艾伦,10,遮挡,2026-06-07 09：00：00,【泛式∕录播】真看起来我就会搞错,409468,1,04:10:55.700,04:34:27.800,https://www.bilibili.com/video/BV1jmEn6iEkk?t=15055.7,https://www.bilibili.com/video/BV1jmEn6iEkk?t=16467.8
202604,左撇子艾伦,11,,2026-06-14 09：00：00,【泛式∕录播】但是梅莉真可爱啊,409468,1,04:07:50.000,04:36:34.800,https://www.bilibili.com/video/BV1BfJW6UEKM?t=14870.0,https://www.bilibili.com/video/BV1BfJW6UEKM?t=16594.8
202604,左撇子艾伦,12,,2026-06-21 13：53：11,【泛式∕录播】回忆2016年4月，真拿你没办法~,409468,1,04:45:40.900,05:09:15.800,https://www.bilibili.com/video/BV1gajx6NERw?t=17140.9,https://www.bilibili.com/video/BV1gajx6NERw?t=18555.8
202604,左撇子艾伦,13,,2026-06-29 00：52：43,【泛式∕录播】别当兄弟了,409468,1,03:41:31.100,04:10:19.800,https://www.bilibili.com/video/BV1tUTK6JEKi?t=13291.1,https://www.bilibili.com/video/BV1tUTK6JEKi?t=15019.8
202604,左撇子艾伦,14,,2026-07-05 09：00：00,【泛式∕录播】喜欢看这种残血带点虚弱的人类形象,409468,1,02:40:01.000,03:09:54.100,https://www.bilibili.com/video/BV1v6MN6fE3f?t=9601.0,https://www.bilibili.com/video/BV1v6MN6fE3f?t=11394.1
202604,尖帽子的魔法工房,1,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,377130,1,03:01:29.300,03:05:16.600,https://www.bilibili.com/video/BV1EtAKzuEyr?t=10889.3,https://www.bilibili.com/video/BV1EtAKzuEyr?t=11116.6
202604,尖帽子的魔法工房,2,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,377130,1,00:51:08.200,01:00:21.500,https://www.bilibili.com/video/BV1YbXwBdEAf?t=3068.2,https://www.bilibili.com/video/BV1YbXwBdEAf?t=3621.5
202604,尖帽子的魔法工房,3,,2026-04-12 09：00：00,【泛式∕录播】风味啥是给,377130,1,01:35:10.800,01:48:05.100,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=5710.8,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=6485.1
202604,尖帽子的魔法工房,4,,2026-04-19 09：00：00,【泛式∕录播】我姑且也是一个录播组,377130,1,03:40:50.600,03:50:59.500,https://www.bilibili.com/video/BV1zydxBCEsg?t=13250.6,https://www.bilibili.com/video/BV1zydxBCEsg?t=13859.5
202604,尖帽子的魔法工房,5,,2026-05-03 10：19：54,【泛式∕录播】同龄人：看录播。我：看直播。就很...,377130,1,04:16:36.200,04:20:02.800,https://www.bilibili.com/video/BV1ox9dBnER1?t=15396.2,https://www.bilibili.com/video/BV1ox9dBnER1?t=15602.8
202604,尖帽子的魔法工房,6,,2026-05-17 09：00：00,【泛式∕录播】最黏住的直播间,377130,1,03:07:46.000,03:14:28.800,https://www.bilibili.com/video/BV1LLLL6GEhC?t=11266.0,https://www.bilibili.com/video/BV1LLLL6GEhC?t=11668.8
202604,尖帽子的魔法工房,7,遮挡,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,377130,1,01:42:45.100,01:46:05.300,https://www.bilibili.com/video/BV1jWVu6RERF?t=6165.1,https://www.bilibili.com/video/BV1jWVu6RERF?t=6365.3
202604,少年与高达,1,,2026-05-24 09：00：00,【泛式∕录播】写作动画读作GAL的杂谈回,651692,1,01:22:35.600,01:29:12.900,https://www.bilibili.com/video/BV1nsGz6kEwo?t=4955.6,https://www.bilibili.com/video/BV1nsGz6kEwo?t=5352.9
202604,小书痴的下克上 〜为了成为图书管理员而不择手段〜 领主的养女,1,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,469104,1,00:30:26.100,00:40:58.300,https://www.bilibili.com/video/BV1YbXwBdEAf?t=1826.1,https://www.bilibili.com/video/BV1YbXwBdEAf?t=2458.3
202604,小书痴的下克上 〜为了成为图书管理员而不择手段〜 领主的养女,2,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,469104,1,01:10:55.700,01:14:11.000,https://www.bilibili.com/video/BV1jWVu6RERF?t=4255.7,https://www.bilibili.com/video/BV1jWVu6RERF?t=4451.0
202604,小书痴的下克上 〜为了成为图书管理员而不择手段〜 领主的养女,3,,2026-09-06 09：00：00,【泛式∕录播】2026年7月新番OP∕ED鉴赏会,469104,1,00:19:10.000,00:22:32.800,https://www.bilibili.com/video/BV166bE6fEsr?t=1150.0,https://www.bilibili.com/video/BV166bE6fEsr?t=1352.8
202604,婚姻剧毒,1,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,590353,1,02:56:09.600,02:58:24.700,https://www.bilibili.com/video/BV1EtAKzuEyr?t=10569.6,https://www.bilibili.com/video/BV1EtAKzuEyr?t=10704.7
202604,婚姻剧毒,2,遮挡,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,590353,1,01:24:03.200,01:32:25.200,https://www.bilibili.com/video/BV1YbXwBdEAf?t=5043.2,https://www.bilibili.com/video/BV1YbXwBdEAf?t=5545.2
202604,婚姻剧毒,3,遮挡,2026-04-12 09：00：00,【泛式∕录播】风味啥是给,590353,1,03:55:49.500,04:06:03.700,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=14149.5,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=14763.7
202604,婚姻剧毒,4,遮挡,2026-05-24 09：00：00,【泛式∕录播】写作动画读作GAL的杂谈回,590353,1,01:44:05.100,01:53:39.100,https://www.bilibili.com/video/BV1nsGz6kEwo?t=6245.1,https://www.bilibili.com/video/BV1nsGz6kEwo?t=6819.1
202604,婚姻剧毒,5,遮挡,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,590353,1,04:10:45.400,04:16:00.400,https://www.bilibili.com/video/BV1jWVu6RERF?t=15045.4,https://www.bilibili.com/video/BV1jWVu6RERF?t=15360.4
202604,婚姻剧毒,6,,2026-06-29 00：52：43,【泛式∕录播】别当兄弟了,590353,1,03:06:51.200,03:24:58.000,https://www.bilibili.com/video/BV1tUTK6JEKi?t=11211.2,https://www.bilibili.com/video/BV1tUTK6JEKi?t=12298.0
202604,女骑士成为蛮族新娘,1,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,516543,1,00:16:55.000,00:20:40.000,https://www.bilibili.com/video/BV1jWVu6RERF?t=1015.0,https://www.bilibili.com/video/BV1jWVu6RERF?t=1240.0
